amenities,bathrooms,bedrooms,fee,has_photo,pets_allowed,square_feet,latitude,longitude,source,target
-0.45764953760886484,-0.45764953760886484,-0.2127533665117425,-0.6163069479923508,-0.45764953760886473,0.8998995296041937,1.1844777713123638,1.6307484966544228,1.6307484966544228,-0.45764953760886484,2586.0
-0.45764953760886484,-0.45764953760886484,1.0377915792989507,-0.6163069479923508,-0.45764953760886473,-1.1022896931728068,0.4433023528452786,-0.6132153437832747,-0.6132153437832747,-0.45764953760886484,1470.0
-0.45764953760886484,-0.45764953760886484,-0.1971544646286257,1.6225681103507714,-0.45764953760886473,0.9144002910508762,0.8105210829039708,-0.6132153437832747,-0.6132153437832747,-0.45764953760886484,1330.0
-0.45764953760886484,-0.45764953760886484,-0.2127533665117425,-0.6163069479923508,-0.45764953760886473,0.8998995296041937,-1.0154656298649394,1.6307484966544228,1.6307484966544228,-0.45764953760886484,1075.0
2.1850781391035974,2.1850781391035974,1.0770410993524973,-0.6163069479923508,2.1850781391035974,-1.1022896931728068,-0.3450387740697122,-0.6132153437832747,-0.6132153437832747,2.1850781391035974,1010.0
-0.45764953760886484,-0.45764953760886484,1.0377915792989507,-0.6163069479923508,-0.45764953760886473,-1.1022896931728068,-0.8369097335978688,-0.6132153437832747,-0.6132153437832747,-0.45764953760886484,1580.0
-0.45764953760886484,-0.45764953760886484,-2.3503862001637854,-0.6163069479923508,-0.45764953760886473,-1.1022896931728068,-0.27429021139785403,-0.6132153437832747,-0.6132153437832747,-0.45764953760886484,954.0
-0.45764953760886484,-0.45764953760886484,-0.1971544646286257,1.6225681103507714,-0.45764953760886473,0.9144002910508762,-0.8099579001990657,-0.6132153437832747,-0.6132153437832747,-0.45764953760886484,1439.0
-0.45764953760886484,-0.45764953760886484,-0.2127533665117425,-0.6163069479923508,-0.45764953760886473,0.8998995296041937,-1.1670696927332067,1.6307484966544228,1.6307484966544228,-0.45764953760886484,1220.0
-0.45764953760886484,-0.45764953760886484,-0.1971544646286257,1.6225681103507714,-0.45764953760886473,0.9144002910508762,-0.84701667112242,-0.6132153437832747,-0.6132153437832747,-0.45764953760886484,965.0
-0.45764953760886484,-0.45764953760886484,-0.2127533665117425,-0.6163069479923508,-0.45764953760886473,0.8998995296041937,0.490468061293184,1.6307484966544228,1.6307484966544228,-0.45764953760886484,1950.0
-0.45764953760886484,-0.45764953760886484,-2.3503862001637854,-0.6163069479923508,-0.45764953760886473,-1.1022896931728068,2.218754377991433,-0.6132153437832747,-0.6132153437832747,-0.45764953760886484,2700.0
-0.45764953760886484,-0.45764953760886484,1.0377915792989507,-0.6163069479923508,-0.45764953760886473,-1.1022896931728068,0.24790156070395608,-0.6132153437832747,-0.6132153437832747,-0.45764953760886484,2006.0
